Data supplied by netcen on 2/7/2017
All Data GMT hour ending
Status: R =Ratified P=Provisional
,,Southampton Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,Sulphur dioxide,status,unit
13-02-2017,20:30:00,2.19524,R,ugm-3
13-02-2017,20:45:00,1.99568,R,ugm-3
13-02-2017,21:00:00,2.19524,R,ugm-3
13-02-2017,21:15:00,1.79611,R,ugm-3
13-02-2017,21:30:00,1.79611,R,ugm-3
13-02-2017,21:45:00,1.79611,R,ugm-3
13-02-2017,22:00:00,1.59654,R,ugm-3
13-02-2017,22:15:00,1.59654,R,ugm-3
13-02-2017,22:30:00,1.39697,R,ugm-3
13-02-2017,22:45:00,1.19741,R,ugm-3
13-02-2017,23:00:00,1.39697,R,ugm-3
13-02-2017,23:15:00,1.19741,R,ugm-3
13-02-2017,23:30:00,1.39697,R,ugm-3
13-02-2017,23:45:00,2.39481,R,ugm-3
13-02-2017,24:00:00,1.59654,R,ugm-3
14-02-2017,00:15:00,1.59654,R,ugm-3
14-02-2017,00:30:00,0.99784,R,ugm-3
14-02-2017,00:45:00,0.39914,R,ugm-3
14-02-2017,01:00:00,0.00000,R,ugm-3
14-02-2017,01:15:00,,,
14-02-2017,01:30:00,0.99784,R,ugm-3
14-02-2017,01:45:00,0.79827,R,ugm-3
14-02-2017,02:00:00,0.99784,R,ugm-3
14-02-2017,02:15:00,0.79827,R,ugm-3
14-02-2017,02:30:00,0.79827,R,ugm-3
14-02-2017,02:45:00,0.79827,R,ugm-3
14-02-2017,03:00:00,0.59870,R,ugm-3
14-02-2017,03:15:00,0.59870,R,ugm-3
14-02-2017,03:30:00,0.79827,R,ugm-3
14-02-2017,03:45:00,0.99784,R,ugm-3
14-02-2017,04:00:00,0.79827,R,ugm-3
14-02-2017,04:15:00,0.59870,R,ugm-3
14-02-2017,04:30:00,0.79827,R,ugm-3
14-02-2017,04:45:00,1.19741,R,ugm-3
14-02-2017,05:00:00,0.99784,R,ugm-3
14-02-2017,05:15:00,0.59870,R,ugm-3
14-02-2017,05:30:00,0.59870,R,ugm-3
14-02-2017,05:45:00,0.59870,R,ugm-3
14-02-2017,06:00:00,0.39914,R,ugm-3
14-02-2017,06:15:00,0.39914,R,ugm-3
14-02-2017,06:30:00,0.79827,R,ugm-3
14-02-2017,06:45:00,0.79827,R,ugm-3
14-02-2017,07:00:00,0.99784,R,ugm-3
14-02-2017,07:15:00,0.59870,R,ugm-3
14-02-2017,07:30:00,1.39697,R,ugm-3
14-02-2017,07:45:00,0.99784,R,ugm-3
14-02-2017,08:00:00,1.79611,R,ugm-3
14-02-2017,08:15:00,1.59654,R,ugm-3
14-02-2017,08:30:00,1.59654,R,ugm-3
14-02-2017,08:45:00,1.59654,R,ugm-3
14-02-2017,09:00:00,1.19741,R,ugm-3
14-02-2017,09:15:00,1.19741,R,ugm-3
14-02-2017,09:30:00,1.39697,R,ugm-3
14-02-2017,09:45:00,1.59654,R,ugm-3
14-02-2017,10:00:00,1.79611,R,ugm-3
14-02-2017,10:15:00,1.39697,R,ugm-3
14-02-2017,10:30:00,1.59654,R,ugm-3
14-02-2017,10:45:00,1.19741,R,ugm-3
14-02-2017,11:00:00,1.59654,R,ugm-3
14-02-2017,11:15:00,1.39697,R,ugm-3
14-02-2017,11:30:00,1.39697,R,ugm-3
14-02-2017,11:45:00,2.19524,R,ugm-3
14-02-2017,12:00:00,1.59654,R,ugm-3
14-02-2017,12:15:00,1.59654,R,ugm-3
14-02-2017,12:30:00,1.79611,R,ugm-3
14-02-2017,12:45:00,2.19524,R,ugm-3
14-02-2017,13:00:00,2.19524,R,ugm-3
14-02-2017,13:15:00,1.79611,R,ugm-3
14-02-2017,13:30:00,1.99568,R,ugm-3
14-02-2017,13:45:00,1.59654,R,ugm-3
14-02-2017,14:00:00,2.19524,R,ugm-3
14-02-2017,14:15:00,1.59654,R,ugm-3
14-02-2017,14:30:00,1.79611,R,ugm-3
14-02-2017,14:45:00,1.99568,R,ugm-3
14-02-2017,15:00:00,1.99568,R,ugm-3
14-02-2017,15:15:00,1.99568,R,ugm-3
14-02-2017,15:30:00,1.99568,R,ugm-3
14-02-2017,15:45:00,2.19524,R,ugm-3
14-02-2017,16:00:00,2.39481,R,ugm-3
14-02-2017,16:15:00,2.39481,R,ugm-3
14-02-2017,16:30:00,2.19524,R,ugm-3
14-02-2017,16:45:00,1.99568,R,ugm-3
14-02-2017,17:00:00,1.79611,R,ugm-3
14-02-2017,17:15:00,2.39481,R,ugm-3
14-02-2017,17:30:00,2.59438,R,ugm-3
14-02-2017,17:45:00,2.19524,R,ugm-3
14-02-2017,18:00:00,2.39481,R,ugm-3
14-02-2017,18:15:00,2.99351,R,ugm-3
14-02-2017,18:30:00,2.99351,R,ugm-3
14-02-2017,18:45:00,2.99351,R,ugm-3
14-02-2017,19:00:00,2.99351,R,ugm-3
14-02-2017,19:15:00,2.39481,R,ugm-3
14-02-2017,19:30:00,2.19524,R,ugm-3
14-02-2017,19:45:00,1.79611,R,ugm-3
14-02-2017,20:00:00,1.99568,R,ugm-3
14-02-2017,20:15:00,1.79611,R,ugm-3
14-02-2017,20:30:00,1.39697,R,ugm-3
14-02-2017,20:45:00,1.59654,R,ugm-3
14-02-2017,21:00:00,1.39697,R,ugm-3
14-02-2017,21:15:00,1.19741,R,ugm-3
14-02-2017,21:30:00,1.19741,R,ugm-3
14-02-2017,21:45:00,0.79827,R,ugm-3
14-02-2017,22:00:00,0.99784,R,ugm-3
14-02-2017,22:15:00,0.39914,R,ugm-3
14-02-2017,22:30:00,0.79827,R,ugm-3
14-02-2017,22:45:00,0.59870,R,ugm-3
14-02-2017,23:00:00,0.79827,R,ugm-3
14-02-2017,23:15:00,0.59870,R,ugm-3
14-02-2017,23:30:00,1.19741,R,ugm-3
14-02-2017,23:45:00,1.19741,R,ugm-3
14-02-2017,24:00:00,1.19741,R,ugm-3
15-02-2017,00:15:00,0.99784,R,ugm-3
15-02-2017,00:30:00,1.19741,R,ugm-3
15-02-2017,00:45:00,0.79827,R,ugm-3
15-02-2017,01:00:00,1.39697,R,ugm-3
15-02-2017,01:15:00,,,
15-02-2017,01:30:00,0.59870,R,ugm-3
15-02-2017,01:45:00,0.19957,R,ugm-3
15-02-2017,02:00:00,0.39914,R,ugm-3
15-02-2017,02:15:00,0.39914,R,ugm-3
15-02-2017,02:30:00,0.59870,R,ugm-3
15-02-2017,02:45:00,0.59870,R,ugm-3
15-02-2017,03:00:00,0.79827,R,ugm-3
15-02-2017,03:15:00,0.59870,R,ugm-3
15-02-2017,03:30:00,0.39914,R,ugm-3
15-02-2017,03:45:00,0.39914,R,ugm-3
15-02-2017,04:00:00,0.19957,R,ugm-3
15-02-2017,04:15:00,0.59870,R,ugm-3
15-02-2017,04:30:00,0.19957,R,ugm-3
15-02-2017,04:45:00,0.39914,R,ugm-3
15-02-2017,05:00:00,0.79827,R,ugm-3
15-02-2017,05:15:00,0.59870,R,ugm-3
15-02-2017,05:30:00,0.99784,R,ugm-3
15-02-2017,05:45:00,0.79827,R,ugm-3
15-02-2017,06:00:00,0.79827,R,ugm-3
15-02-2017,06:15:00,1.39697,R,ugm-3
15-02-2017,06:30:00,1.99568,R,ugm-3
15-02-2017,06:45:00,2.19524,R,ugm-3
15-02-2017,07:00:00,2.79395,R,ugm-3
15-02-2017,07:15:00,2.79395,R,ugm-3
15-02-2017,07:30:00,2.99351,R,ugm-3
15-02-2017,07:45:00,2.79395,R,ugm-3
15-02-2017,08:00:00,3.19308,R,ugm-3
15-02-2017,08:15:00,2.79395,R,ugm-3
15-02-2017,08:30:00,2.19524,R,ugm-3
15-02-2017,08:45:00,1.99568,R,ugm-3
15-02-2017,09:00:00,2.19524,R,ugm-3
15-02-2017,09:15:00,1.99568,R,ugm-3
15-02-2017,09:30:00,2.19524,R,ugm-3
15-02-2017,09:45:00,1.99568,R,ugm-3
15-02-2017,10:00:00,2.39481,R,ugm-3
15-02-2017,10:15:00,2.19524,R,ugm-3
15-02-2017,10:30:00,2.59438,R,ugm-3
15-02-2017,10:45:00,4.39049,R,ugm-3
15-02-2017,11:00:00,6.78530,R,ugm-3
15-02-2017,11:15:00,4.59005,R,ugm-3
15-02-2017,11:30:00,1.79611,R,ugm-3
15-02-2017,11:45:00,1.99568,R,ugm-3
15-02-2017,12:00:00,1.79611,R,ugm-3
15-02-2017,12:15:00,1.39697,R,ugm-3
15-02-2017,12:30:00,0.79827,R,ugm-3
15-02-2017,12:45:00,0.99784,R,ugm-3
15-02-2017,13:00:00,1.79611,R,ugm-3
15-02-2017,13:15:00,1.19741,R,ugm-3
15-02-2017,13:30:00,1.79611,R,ugm-3
15-02-2017,13:45:00,1.39697,R,ugm-3
15-02-2017,14:00:00,1.79611,R,ugm-3
15-02-2017,14:15:00,0.99784,R,ugm-3
15-02-2017,14:30:00,0.79827,R,ugm-3
15-02-2017,14:45:00,0.59870,R,ugm-3
15-02-2017,15:00:00,0.59870,R,ugm-3
15-02-2017,15:15:00,0.79827,R,ugm-3
15-02-2017,15:30:00,0.79827,R,ugm-3
15-02-2017,15:45:00,0.39914,R,ugm-3
15-02-2017,16:00:00,0.39914,R,ugm-3
15-02-2017,16:15:00,0.79827,R,ugm-3
15-02-2017,16:30:00,1.19741,R,ugm-3
15-02-2017,16:45:00,1.19741,R,ugm-3
15-02-2017,17:00:00,0.59870,R,ugm-3
15-02-2017,17:15:00,0.99784,R,ugm-3
15-02-2017,17:30:00,1.19741,R,ugm-3
15-02-2017,17:45:00,0.79827,R,ugm-3
15-02-2017,18:00:00,0.99784,R,ugm-3
15-02-2017,18:15:00,0.39914,R,ugm-3
15-02-2017,18:30:00,0.59870,R,ugm-3
15-02-2017,18:45:00,0.19957,R,ugm-3
15-02-2017,19:00:00,0.19957,R,ugm-3
15-02-2017,19:15:00,0.19957,R,ugm-3
15-02-2017,19:30:00,0.59870,R,ugm-3
15-02-2017,19:45:00,0.19957,R,ugm-3
15-02-2017,20:00:00,0.00000,R,ugm-3
15-02-2017,20:15:00,0.19957,R,ugm-3
15-02-2017,20:30:00,0.39914,R,ugm-3
15-02-2017,20:45:00,0.59870,R,ugm-3
15-02-2017,21:00:00,0.59870,R,ugm-3
15-02-2017,21:15:00,0.19957,R,ugm-3
15-02-2017,21:30:00,0.79827,R,ugm-3
15-02-2017,21:45:00,0.59870,R,ugm-3
15-02-2017,22:00:00,0.39914,R,ugm-3
15-02-2017,22:15:00,0.59870,R,ugm-3
15-02-2017,22:30:00,0.59870,R,ugm-3
15-02-2017,22:45:00,0.79827,R,ugm-3
15-02-2017,23:00:00,0.79827,R,ugm-3
15-02-2017,23:15:00,0.79827,R,ugm-3
15-02-2017,23:30:00,1.39697,R,ugm-3
15-02-2017,23:45:00,1.99568,R,ugm-3
15-02-2017,24:00:00,0.59870,R,ugm-3
16-02-2017,00:15:00,0.59870,R,ugm-3
16-02-2017,00:30:00,0.39914,R,ugm-3
16-02-2017,00:45:00,0.00000,R,ugm-3
16-02-2017,01:00:00,0.19957,R,ugm-3
16-02-2017,01:15:00,,,
16-02-2017,01:30:00,0.59870,R,ugm-3
16-02-2017,01:45:00,0.79827,R,ugm-3
16-02-2017,02:00:00,0.59870,R,ugm-3
16-02-2017,02:15:00,0.79827,R,ugm-3
16-02-2017,02:30:00,0.59870,R,ugm-3
16-02-2017,02:45:00,0.79827,R,ugm-3
16-02-2017,03:00:00,0.59870,R,ugm-3
16-02-2017,03:15:00,0.59870,R,ugm-3
16-02-2017,03:30:00,0.59870,R,ugm-3
16-02-2017,03:45:00,0.79827,R,ugm-3
16-02-2017,04:00:00,0.19957,R,ugm-3
16-02-2017,04:15:00,0.99784,R,ugm-3
16-02-2017,04:30:00,0.99784,R,ugm-3
16-02-2017,04:45:00,0.99784,R,ugm-3
16-02-2017,05:00:00,0.59870,R,ugm-3
16-02-2017,05:15:00,1.39697,R,ugm-3
16-02-2017,05:30:00,0.79827,R,ugm-3
16-02-2017,05:45:00,1.19741,R,ugm-3
16-02-2017,06:00:00,1.99568,R,ugm-3
16-02-2017,06:15:00,2.19524,R,ugm-3
16-02-2017,06:30:00,3.59222,R,ugm-3
16-02-2017,06:45:00,3.99135,R,ugm-3
16-02-2017,07:00:00,8.18227,R,ugm-3
16-02-2017,07:15:00,10.97621,R,ugm-3
16-02-2017,07:30:00,6.38616,R,ugm-3
16-02-2017,07:45:00,4.59005,R,ugm-3
16-02-2017,08:00:00,2.39481,R,ugm-3
16-02-2017,08:15:00,2.39481,R,ugm-3
16-02-2017,08:30:00,1.59654,R,ugm-3
16-02-2017,08:45:00,1.59654,R,ugm-3
16-02-2017,09:00:00,1.39697,R,ugm-3
16-02-2017,09:15:00,1.39697,R,ugm-3
16-02-2017,09:30:00,1.99568,R,ugm-3
16-02-2017,09:45:00,1.59654,R,ugm-3
16-02-2017,10:00:00,1.79611,R,ugm-3
16-02-2017,10:15:00,1.59654,R,ugm-3
16-02-2017,10:30:00,1.59654,R,ugm-3
16-02-2017,10:45:00,1.79611,R,ugm-3
16-02-2017,11:00:00,1.79611,R,ugm-3
16-02-2017,11:15:00,1.99568,R,ugm-3
16-02-2017,11:30:00,1.39697,R,ugm-3
16-02-2017,11:45:00,2.99351,R,ugm-3
16-02-2017,12:00:00,2.19524,R,ugm-3
16-02-2017,12:15:00,1.39697,R,ugm-3
16-02-2017,12:30:00,1.39697,R,ugm-3
16-02-2017,12:45:00,1.59654,R,ugm-3
16-02-2017,13:00:00,1.59654,R,ugm-3
16-02-2017,13:15:00,1.39697,R,ugm-3
16-02-2017,13:30:00,2.99351,R,ugm-3
16-02-2017,13:45:00,1.79611,R,ugm-3
16-02-2017,14:00:00,1.99568,R,ugm-3
16-02-2017,14:15:00,1.59654,R,ugm-3
16-02-2017,14:30:00,2.19524,R,ugm-3
16-02-2017,14:45:00,2.39481,R,ugm-3
16-02-2017,15:00:00,3.59222,R,ugm-3
16-02-2017,15:15:00,2.19524,R,ugm-3
16-02-2017,15:30:00,0.99784,R,ugm-3
16-02-2017,15:45:00,1.19741,R,ugm-3
16-02-2017,16:00:00,1.59654,R,ugm-3
16-02-2017,16:15:00,1.59654,R,ugm-3
16-02-2017,16:30:00,1.99568,R,ugm-3
16-02-2017,16:45:00,2.19524,R,ugm-3
16-02-2017,17:00:00,2.39481,R,ugm-3
16-02-2017,17:15:00,1.99568,R,ugm-3
16-02-2017,17:30:00,2.59438,R,ugm-3
16-02-2017,17:45:00,2.79395,R,ugm-3
16-02-2017,18:00:00,1.99568,R,ugm-3
16-02-2017,18:15:00,1.99568,R,ugm-3
16-02-2017,18:30:00,1.79611,R,ugm-3
16-02-2017,18:45:00,1.79611,R,ugm-3
16-02-2017,19:00:00,1.19741,R,ugm-3
16-02-2017,19:15:00,1.39697,R,ugm-3
16-02-2017,19:30:00,1.79611,R,ugm-3
16-02-2017,19:45:00,1.59654,R,ugm-3
16-02-2017,20:00:00,2.19524,R,ugm-3
16-02-2017,20:15:00,2.19524,R,ugm-3
16-02-2017,20:30:00,2.19524,R,ugm-3
16-02-2017,20:45:00,1.59654,R,ugm-3
16-02-2017,21:00:00,1.59654,R,ugm-3
16-02-2017,21:15:00,1.39697,R,ugm-3
16-02-2017,21:30:00,1.99568,R,ugm-3
16-02-2017,21:45:00,1.39697,R,ugm-3
16-02-2017,22:00:00,1.59654,R,ugm-3
16-02-2017,22:15:00,1.39697,R,ugm-3
16-02-2017,22:30:00,1.79611,R,ugm-3
16-02-2017,22:45:00,2.19524,R,ugm-3
16-02-2017,23:00:00,0.99784,R,ugm-3
16-02-2017,23:15:00,0.59870,R,ugm-3
16-02-2017,23:30:00,0.59870,R,ugm-3
16-02-2017,23:45:00,1.39697,R,ugm-3
16-02-2017,24:00:00,1.19741,R,ugm-3
17-02-2017,00:15:00,0.79827,R,ugm-3
17-02-2017,00:30:00,0.79827,R,ugm-3
17-02-2017,00:45:00,0.99784,R,ugm-3
17-02-2017,01:00:00,1.39697,R,ugm-3
17-02-2017,01:15:00,,,
17-02-2017,01:30:00,0.79827,R,ugm-3
17-02-2017,01:45:00,0.79827,R,ugm-3
17-02-2017,02:00:00,0.19957,R,ugm-3
17-02-2017,02:15:00,0.39914,R,ugm-3
17-02-2017,02:30:00,0.39914,R,ugm-3
17-02-2017,02:45:00,0.39914,R,ugm-3
17-02-2017,03:00:00,0.59870,R,ugm-3
17-02-2017,03:15:00,0.19957,R,ugm-3
17-02-2017,03:30:00,0.79827,R,ugm-3
17-02-2017,03:45:00,0.19957,R,ugm-3
17-02-2017,04:00:00,0.59870,R,ugm-3
17-02-2017,04:15:00,0.79827,R,ugm-3
17-02-2017,04:30:00,0.99784,R,ugm-3
17-02-2017,04:45:00,0.99784,R,ugm-3
17-02-2017,05:00:00,0.79827,R,ugm-3
17-02-2017,05:15:00,0.59870,R,ugm-3
17-02-2017,05:30:00,0.59870,R,ugm-3
17-02-2017,05:45:00,0.39914,R,ugm-3
17-02-2017,06:00:00,0.39914,R,ugm-3
17-02-2017,06:15:00,0.39914,R,ugm-3
17-02-2017,06:30:00,0.39914,R,ugm-3
17-02-2017,06:45:00,0.39914,R,ugm-3
17-02-2017,07:00:00,0.79827,R,ugm-3
17-02-2017,07:15:00,0.79827,R,ugm-3
17-02-2017,07:30:00,1.19741,R,ugm-3
17-02-2017,07:45:00,0.99784,R,ugm-3
17-02-2017,08:00:00,3.19308,R,ugm-3
17-02-2017,08:15:00,3.19308,R,ugm-3
17-02-2017,08:30:00,3.19308,R,ugm-3
17-02-2017,08:45:00,3.19308,R,ugm-3
17-02-2017,09:00:00,2.19524,R,ugm-3
17-02-2017,09:15:00,1.99568,R,ugm-3
17-02-2017,09:30:00,0.99784,R,ugm-3
17-02-2017,09:45:00,1.59654,R,ugm-3
17-02-2017,10:00:00,1.59654,R,ugm-3
17-02-2017,10:15:00,1.39697,R,ugm-3
17-02-2017,10:30:00,1.79611,R,ugm-3
17-02-2017,10:45:00,1.39697,R,ugm-3
17-02-2017,11:00:00,0.99784,R,ugm-3
17-02-2017,11:15:00,0.99784,R,ugm-3
17-02-2017,11:30:00,1.39697,R,ugm-3
17-02-2017,11:45:00,1.59654,R,ugm-3
17-02-2017,12:00:00,0.99784,R,ugm-3
17-02-2017,12:15:00,0.99784,R,ugm-3
17-02-2017,12:30:00,0.79827,R,ugm-3
17-02-2017,12:45:00,0.39914,R,ugm-3
17-02-2017,13:00:00,0.79827,R,ugm-3
17-02-2017,13:15:00,1.19741,R,ugm-3
17-02-2017,13:30:00,0.79827,R,ugm-3
17-02-2017,13:45:00,0.79827,R,ugm-3
17-02-2017,14:00:00,1.59654,R,ugm-3
17-02-2017,14:15:00,2.99351,R,ugm-3
17-02-2017,14:30:00,4.39049,R,ugm-3
17-02-2017,14:45:00,1.59654,R,ugm-3
17-02-2017,15:00:00,0.99784,R,ugm-3
17-02-2017,15:15:00,0.59870,R,ugm-3
17-02-2017,15:30:00,0.79827,R,ugm-3
17-02-2017,15:45:00,1.19741,R,ugm-3
17-02-2017,16:00:00,0.79827,R,ugm-3
17-02-2017,16:15:00,0.39914,R,ugm-3
17-02-2017,16:30:00,0.59870,R,ugm-3
17-02-2017,16:45:00,0.79827,R,ugm-3
17-02-2017,17:00:00,0.79827,R,ugm-3
17-02-2017,17:15:00,1.19741,R,ugm-3
17-02-2017,17:30:00,1.19741,R,ugm-3
17-02-2017,17:45:00,1.39697,R,ugm-3
17-02-2017,18:00:00,0.59870,R,ugm-3
17-02-2017,18:15:00,0.59870,R,ugm-3
17-02-2017,18:30:00,0.39914,R,ugm-3
17-02-2017,18:45:00,0.99784,R,ugm-3
17-02-2017,19:00:00,0.99784,R,ugm-3
17-02-2017,19:15:00,0.79827,R,ugm-3
17-02-2017,19:30:00,0.99784,R,ugm-3
17-02-2017,19:45:00,0.59870,R,ugm-3
17-02-2017,20:00:00,0.39914,R,ugm-3
17-02-2017,20:15:00,0.19957,R,ugm-3
17-02-2017,20:30:00,0.39914,R,ugm-3
17-02-2017,20:45:00,0.00000,R,ugm-3
17-02-2017,21:00:00,0.59870,R,ugm-3
17-02-2017,21:15:00,0.19957,R,ugm-3
17-02-2017,21:30:00,0.39914,R,ugm-3
17-02-2017,21:45:00,0.79827,R,ugm-3
17-02-2017,22:00:00,0.39914,R,ugm-3
17-02-2017,22:15:00,0.59870,R,ugm-3
17-02-2017,22:30:00,0.99784,R,ugm-3
17-02-2017,22:45:00,1.79611,R,ugm-3
17-02-2017,23:00:00,2.79395,R,ugm-3
17-02-2017,23:15:00,2.59438,R,ugm-3
17-02-2017,23:30:00,1.79611,R,ugm-3
17-02-2017,23:45:00,2.19524,R,ugm-3
17-02-2017,24:00:00,0.19957,R,ugm-3
18-02-2017,00:15:00,0.39914,R,ugm-3
18-02-2017,00:30:00,0.39914,R,ugm-3
18-02-2017,00:45:00,0.39914,R,ugm-3
18-02-2017,01:00:00,0.39914,R,ugm-3
18-02-2017,01:15:00,,,
18-02-2017,01:30:00,2.59438,R,ugm-3
18-02-2017,01:45:00,2.59438,R,ugm-3
18-02-2017,02:00:00,0.79827,R,ugm-3
18-02-2017,02:15:00,0.39914,R,ugm-3
18-02-2017,02:30:00,0.19957,R,ugm-3
18-02-2017,02:45:00,0.39914,R,ugm-3
18-02-2017,03:00:00,0.59870,R,ugm-3
18-02-2017,03:15:00,0.39914,R,ugm-3
18-02-2017,03:30:00,0.59870,R,ugm-3
18-02-2017,03:45:00,0.39914,R,ugm-3
18-02-2017,04:00:00,0.39914,R,ugm-3
18-02-2017,04:15:00,0.39914,R,ugm-3
18-02-2017,04:30:00,0.39914,R,ugm-3
18-02-2017,04:45:00,0.00000,R,ugm-3
18-02-2017,05:00:00,0.39914,R,ugm-3
18-02-2017,05:15:00,0.59870,R,ugm-3
18-02-2017,05:30:00,0.99784,R,ugm-3
18-02-2017,05:45:00,0.99784,R,ugm-3
18-02-2017,06:00:00,1.59654,R,ugm-3
18-02-2017,06:15:00,1.59654,R,ugm-3
18-02-2017,06:30:00,1.99568,R,ugm-3
18-02-2017,06:45:00,2.19524,R,ugm-3
18-02-2017,07:00:00,2.79395,R,ugm-3
18-02-2017,07:15:00,2.99351,R,ugm-3
18-02-2017,07:30:00,3.19308,R,ugm-3
18-02-2017,07:45:00,3.19308,R,ugm-3
18-02-2017,08:00:00,2.79395,R,ugm-3
18-02-2017,08:15:00,2.99351,R,ugm-3
18-02-2017,08:30:00,4.19092,R,ugm-3
18-02-2017,08:45:00,4.39049,R,ugm-3
18-02-2017,09:00:00,3.79178,R,ugm-3
18-02-2017,09:15:00,3.79178,R,ugm-3
18-02-2017,09:30:00,3.79178,R,ugm-3
18-02-2017,09:45:00,5.58789,R,ugm-3
18-02-2017,10:00:00,5.38832,R,ugm-3
18-02-2017,10:15:00,3.99135,R,ugm-3
18-02-2017,10:30:00,2.99351,R,ugm-3
18-02-2017,10:45:00,5.18876,R,ugm-3
18-02-2017,11:00:00,8.58140,R,ugm-3
18-02-2017,11:15:00,5.98703,R,ugm-3
18-02-2017,11:30:00,5.58789,R,ugm-3
18-02-2017,11:45:00,3.99135,R,ugm-3
18-02-2017,12:00:00,3.19308,R,ugm-3
18-02-2017,12:15:00,3.19308,R,ugm-3
18-02-2017,12:30:00,6.18659,R,ugm-3
18-02-2017,12:45:00,4.78962,R,ugm-3
18-02-2017,13:00:00,4.59005,R,ugm-3
18-02-2017,13:15:00,2.59438,R,ugm-3
18-02-2017,13:30:00,1.39697,R,ugm-3
18-02-2017,13:45:00,1.59654,R,ugm-3
18-02-2017,14:00:00,1.99568,R,ugm-3
18-02-2017,14:15:00,1.59654,R,ugm-3
18-02-2017,14:30:00,1.19741,R,ugm-3
18-02-2017,14:45:00,1.39697,R,ugm-3
18-02-2017,15:00:00,0.79827,R,ugm-3
18-02-2017,15:15:00,0.79827,R,ugm-3
18-02-2017,15:30:00,0.99784,R,ugm-3
18-02-2017,15:45:00,1.19741,R,ugm-3
18-02-2017,16:00:00,1.19741,R,ugm-3
18-02-2017,16:15:00,1.39697,R,ugm-3
18-02-2017,16:30:00,1.19741,R,ugm-3
18-02-2017,16:45:00,1.39697,R,ugm-3
18-02-2017,17:00:00,1.39697,R,ugm-3
18-02-2017,17:15:00,1.39697,R,ugm-3
18-02-2017,17:30:00,1.59654,R,ugm-3
18-02-2017,17:45:00,1.59654,R,ugm-3
18-02-2017,18:00:00,1.39697,R,ugm-3
18-02-2017,18:15:00,1.59654,R,ugm-3
18-02-2017,18:30:00,1.79611,R,ugm-3
18-02-2017,18:45:00,1.39697,R,ugm-3
18-02-2017,19:00:00,1.79611,R,ugm-3
18-02-2017,19:15:00,1.99568,R,ugm-3
18-02-2017,19:30:00,1.79611,R,ugm-3
18-02-2017,19:45:00,2.39481,R,ugm-3
18-02-2017,20:00:00,1.99568,R,ugm-3
18-02-2017,20:15:00,1.39697,R,ugm-3
18-02-2017,20:30:00,2.19524,R,ugm-3
18-02-2017,20:45:00,2.99351,R,ugm-3
18-02-2017,21:00:00,1.99568,R,ugm-3
18-02-2017,21:15:00,2.19524,R,ugm-3
18-02-2017,21:30:00,2.79395,R,ugm-3
18-02-2017,21:45:00,2.59438,R,ugm-3
18-02-2017,22:00:00,2.59438,R,ugm-3
18-02-2017,22:15:00,1.99568,R,ugm-3
18-02-2017,22:30:00,3.59222,R,ugm-3
18-02-2017,22:45:00,4.98919,R,ugm-3
18-02-2017,23:00:00,6.18659,R,ugm-3
18-02-2017,23:15:00,5.98703,R,ugm-3
18-02-2017,23:30:00,5.18876,R,ugm-3
18-02-2017,23:45:00,3.59222,R,ugm-3
18-02-2017,24:00:00,5.78746,R,ugm-3
19-02-2017,00:15:00,3.39265,R,ugm-3
19-02-2017,00:30:00,0.79827,R,ugm-3
19-02-2017,00:45:00,0.59870,R,ugm-3
19-02-2017,01:00:00,0.39914,R,ugm-3
19-02-2017,01:15:00,,,
19-02-2017,01:30:00,0.79827,R,ugm-3
19-02-2017,01:45:00,0.59870,R,ugm-3
19-02-2017,02:00:00,0.59870,R,ugm-3
19-02-2017,02:15:00,0.79827,R,ugm-3
19-02-2017,02:30:00,0.79827,R,ugm-3
19-02-2017,02:45:00,0.39914,R,ugm-3
19-02-2017,03:00:00,1.19741,R,ugm-3
19-02-2017,03:15:00,1.59654,R,ugm-3
19-02-2017,03:30:00,1.19741,R,ugm-3
19-02-2017,03:45:00,0.99784,R,ugm-3
19-02-2017,04:00:00,0.59870,R,ugm-3
19-02-2017,04:15:00,0.99784,R,ugm-3
19-02-2017,04:30:00,0.79827,R,ugm-3
19-02-2017,04:45:00,0.59870,R,ugm-3
19-02-2017,05:00:00,0.59870,R,ugm-3
19-02-2017,05:15:00,0.59870,R,ugm-3
19-02-2017,05:30:00,0.79827,R,ugm-3
19-02-2017,05:45:00,0.39914,R,ugm-3
19-02-2017,06:00:00,0.39914,R,ugm-3
19-02-2017,06:15:00,0.39914,R,ugm-3
19-02-2017,06:30:00,0.00000,R,ugm-3
19-02-2017,06:45:00,0.39914,R,ugm-3
19-02-2017,07:00:00,1.59654,R,ugm-3
19-02-2017,07:15:00,2.39481,R,ugm-3
19-02-2017,07:30:00,2.99351,R,ugm-3
19-02-2017,07:45:00,1.79611,R,ugm-3
19-02-2017,08:00:00,2.19524,R,ugm-3
19-02-2017,08:15:00,2.79395,R,ugm-3
19-02-2017,08:30:00,2.19524,R,ugm-3
19-02-2017,08:45:00,1.79611,R,ugm-3
19-02-2017,09:00:00,1.19741,R,ugm-3
19-02-2017,09:15:00,1.19741,R,ugm-3
19-02-2017,09:30:00,1.79611,R,ugm-3
19-02-2017,09:45:00,2.39481,R,ugm-3
19-02-2017,10:00:00,3.19308,R,ugm-3
19-02-2017,10:15:00,2.19524,R,ugm-3
19-02-2017,10:30:00,1.19741,R,ugm-3
